id,text,added_datetime,yes_no,image_coordinates,image_url,original_id,page_number,parser_version,model_version,manual_override
341326,No text - category selected manually,2020-11-17 09:48:52.933,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
303081,magazines,2020-11-16 15:26:20.590,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303082,catalogs,2020-11-16 15:26:20.590,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303083,"scrap paper
this includes , ,  and
, etc. 


plastics",2020-11-16 15:26:20.590,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303184,catalogs,2020-11-16 15:26:25.783,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303185,inserts,2020-11-16 15:26:25.783,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303186,"plastics
• all plastics
(#1 - #7) 
paper
•  w/

• , 
• 
• 
• food boxes
•  

•  (clean)
• shipping boxes
• beverage cases",2020-11-16 15:26:25.783,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303187,No text - category selected manually,2020-11-16 15:26:25.783,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
303188,No text - category selected manually,2020-11-16 15:26:25.783,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
303189,No text - category selected manually,2020-11-16 15:26:25.783,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
303190,No text - category selected manually,2020-11-16 15:26:25.783,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
303191,No text - category selected manually,2020-11-16 15:26:25.783,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
303192,No text - category selected manually,2020-11-16 15:26:25.783,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
303193,No text - category selected manually,2020-11-16 15:26:25.783,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
303194,No text - category selected manually,2020-11-16 15:26:25.783,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
303195,No text - category selected manually,2020-11-16 15:26:25.783,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
303196,No text - category selected manually,2020-11-16 15:26:25.783,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
303197,No text - category selected manually,2020-11-16 15:26:25.783,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
303198,No text - category selected manually,2020-11-16 15:26:25.783,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
303199,Metal Containers,2020-11-16 15:26:26.167,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303200,"glass: clear, green or brown",2020-11-16 15:26:26.167,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303227,"paper products:  , ,  printer paper, copier paper, mail and all other  without wax liners: packing boxes, , gift boxes and . flatten boxes before placing in your cart
cans: ; aluminum bottles are also accepted
cartons: aseptic poly-coated drink boxes",2020-11-16 15:26:27.017,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303228,Tin Cans,2020-11-16 15:26:27.567,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303229,aluminum- foil,2020-11-16 15:26:27.567,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303230,"plastics #1 and #2- milk, cider and laundry jugs",2020-11-16 15:26:27.567,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303231,corrugated cardboard boxes,2020-11-16 15:26:27.567,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303232,phone books,2020-11-16 15:26:27.567,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303233,paper bag,2020-11-16 15:26:27.567,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
341807,No text - category selected manually,2020-11-17 09:49:14.587,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
341808,No text - category selected manually,2020-11-17 09:49:14.587,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
303313,"– – 
 glass only
household plastic – grocery bags
 – , brochures, postcards, etc.
 & catalogues – all types & sizes
 – bands
 –",2020-11-16 15:26:30.673,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303314,Aluminum Bottles & Cans,2020-11-16 15:26:31.093,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303315,"steel, tin & bi-metal cans",2020-11-16 15:26:31.093,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303316,"beverage bottles, cups & containers",2020-11-16 15:26:31.093,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303317,"glass

food & drink glass bottles & jars",2020-11-16 15:26:31.093,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303318,"bottles, jars & jugs",2020-11-16 15:26:31.093,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303319,cardboard,2020-11-16 15:26:31.093,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303320,newspapers & inserts,2020-11-16 15:26:31.093,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
342127,No text - category selected manually,2020-11-17 09:49:26.020,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
342128,No text - category selected manually,2020-11-17 09:49:26.020,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
342129,No text - category selected manually,2020-11-17 09:49:26.020,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
303531,glass bottles and jars: glass bottles and jars (all colors),2020-11-16 15:26:38.463,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303532,plastics #1 - #5 and #7,2020-11-16 15:26:38.463,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303533,cardboard,2020-11-16 15:26:38.463,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303534,phone books,2020-11-16 15:26:38.463,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303535,paper bags,2020-11-16 15:26:38.463,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303536,newspapers,2020-11-16 15:26:38.463,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303537,mixed paper,2020-11-16 15:26:38.463,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
342535,BEVERAGE CANS,2020-11-17 09:49:42.560,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,text
303566,plastic containers marked no.1 - no.7,2020-11-16 15:26:39.710,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303567,"cardboard (cereal boxes, gift boxes, rice boxes, etc.)",2020-11-16 15:26:39.710,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303568,"corrugated cardboard (moving boxes, etc.)",2020-11-16 15:26:39.710,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303569,"phone books
shoe boxes",2020-11-16 15:26:39.710,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
343399,plastic containers,2020-11-17 09:50:17.170,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,text
343400,cardboard,2020-11-17 09:50:17.170,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,text
343401,"paper, and cartons  
 lids, and foil",2020-11-17 09:50:17.170,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,text
457879,Plastic bags,2021-07-06 14:39:26.953,no,"{'originalSize': {'height': 6812, 'width': 1600}, 'x1': 1064, 'x2': 1535, 'y1': 3660, 'y2': 3703}",NULL,NULL,NULL,NULL,NULL,NULL
303701,tin & steel cans,2020-11-16 15:26:46.803,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303702,"food cans, fruit and vegetable cans",2020-11-16 15:26:46.803,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303703,aluminum foil,2020-11-16 15:26:46.803,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303704,"pie pans
and other small scrap.",2020-11-16 15:26:46.803,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303705,plastic bottles,2020-11-16 15:26:46.803,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303805,"glass bottles & jars (clear, green & brown)",2020-11-16 15:26:49.267,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303806,"plastic bottles, jars & small containers with codes #1, #2, #3, #4, #5, and #7",2020-11-16 15:26:49.267,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303807,,2020-11-16 15:26:49.267,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303808,Aluminum/Tin Cans,2020-11-16 15:26:49.397,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303809,cardboard,2020-11-16 15:26:49.397,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303810,"glass (excluding tempered or mirrors)
paper
plastic #1 and #2",2020-11-16 15:26:49.397,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303811,Tin food cans,2020-11-16 15:26:49.783,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303812,aluminum cans,2020-11-16 15:26:49.783,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303813,aluminum foil/pans,2020-11-16 15:26:49.783,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303814,plastic bottles,2020-11-16 15:26:49.783,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303815,cardboard,2020-11-16 15:26:49.783,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303816,newspaper,2020-11-16 15:26:49.783,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303817,office paper,2020-11-16 15:26:49.783,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303818,magazines,2020-11-16 15:26:49.783,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303819,#1-#7,2020-11-16 15:26:49.783,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303820,food	&	drink	cans,2020-11-16 15:26:50.073,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303821,"plastic	
1
&
2",2020-11-16 15:26:50.073,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303822,cardboard,2020-11-16 15:26:50.073,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303943,brown paper bags,2020-11-16 15:26:55.577,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303944,newspaper,2020-11-16 15:26:55.577,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303945,cereal boxes,2020-11-16 15:26:55.577,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303946,junk mail,2020-11-16 15:26:55.577,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303947,chipboard,2020-11-16 15:26:55.577,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303948,magazines,2020-11-16 15:26:55.577,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303949,catalogs,2020-11-16 15:26:55.577,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303950,"ea cans
    
    beer and wine bottles
    
    
     (, shoe boxes, etc.)
    
    food jars",2020-11-16 15:26:55.577,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303951,Cardboard,2020-11-16 15:26:55.660,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303952,paper,2020-11-16 15:26:55.660,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303961,"beverage containers
    food containers
    jars
    clear glass
    brown glass
    green glass


    beverage containers (ubcs)
    
    steel food beverage containers
    trays and foil",2020-11-16 15:26:56.777,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303962,"glass

glass bottles recycle 	
yes!",2020-11-16 15:26:56.777,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303963,"juice cartons
    soda, water, 
    health & beauty aid product bottles
    household cleaners
    margarine tubs
    frozen dessert cups
    6-pack and 12-pack rings
    yogurt cups
    narrow neck grocery item bottles
    syrup and ketchup bottles",2020-11-16 15:26:56.777,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
343992,No text - category selected manually,2020-11-17 09:50:45.690,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
344784,No text - category selected manually,2020-11-17 09:51:16.857,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
344785,No text - category selected manually,2020-11-17 09:51:16.857,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
301954,paper bags,2020-11-16 15:25:37.367,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301955,newspapers and inserts,2020-11-16 15:25:37.367,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301956,office paper,2020-11-16 15:25:37.367,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301957,pizza boxes,2020-11-16 15:25:37.367,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301958,junk mail,2020-11-16 15:25:37.367,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
301959,chipboard,2020-11-16 15:25:37.367,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
345458,No text - category selected manually,2020-11-17 09:51:40.033,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
345459,No text - category selected manually,2020-11-17 09:51:40.033,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
345460,No text - category selected manually,2020-11-17 09:51:40.033,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
345461,No text - category selected manually,2020-11-17 09:51:40.033,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
303964,"#1, #2",2020-11-16 15:26:56.777,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303965,beer cases),2020-11-16 15:26:56.777,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303966,cardboard,2020-11-16 15:26:56.777,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304145,aluminum pans,2020-11-16 15:27:03.960,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304146,"aluminum, steel), plastic, glass (brown, green, clear), paper (newspaper and inserts, cardboard),  foil",2020-11-16 15:27:03.960,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304147,cans (,2020-11-16 15:27:03.960,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304148,Scrap metal,2020-11-16 15:27:04.513,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304149,aluminum beverage cans,2020-11-16 15:27:04.513,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304150,food cans,2020-11-16 15:27:04.513,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304151,milk cartons,2020-11-16 15:27:04.513,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304152,cardboard,2020-11-16 15:27:04.513,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304153,phone books,2020-11-16 15:27:04.513,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304154,newspaper,2020-11-16 15:27:04.513,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304155,frozen food boxes,2020-11-16 15:27:04.513,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304156,file folders,2020-11-16 15:27:04.513,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304157,junk mail,2020-11-16 15:27:04.513,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304158,envelopes,2020-11-16 15:27:04.513,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304264,"corrugated
cardboard.",2020-11-16 15:27:09.113,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304265,newspapers & inserts,2020-11-16 15:27:09.113,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304266,magazines,2020-11-16 15:27:09.113,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304267,catalogs,2020-11-16 15:27:09.113,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304268,"glass all juice, pop & soda 
beer & wine  can be
recycled. 
 . 
 items with a recycling logo of
“ located on the bottom of the
item can be recycled. (for example: soda
 remove all caps or lids 
paper   and
, office and school paper,
computer paper, discarded mail, paper
grocery and lunch bags",2020-11-16 15:27:09.113,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304269,No text - category selected manually,2020-11-16 15:27:09.113,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
304270,No text - category selected manually,2020-11-16 15:27:09.113,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
304271,No text - category selected manually,2020-11-16 15:27:09.113,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,checkbox
300346,corrugated cardboard,2020-11-16 15:24:26.687,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300347,phone books,2020-11-16 15:24:26.687,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300348,brown paper bags,2020-11-16 15:24:26.687,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300349,newspapers,2020-11-16 15:24:26.687,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300350,mixed paper,2020-11-16 15:24:26.687,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300351,office paper,2020-11-16 15:24:26.687,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300352,cereal boxes,2020-11-16 15:24:26.687,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
300353,junk mail,2020-11-16 15:24:26.687,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
346235,cardboard,2020-11-17 09:52:10.603,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,text
346236,newspaper,2020-11-17 09:52:10.603,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,text
304378,telephone books,2020-11-16 15:27:12.520,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304379,newspapers,2020-11-16 15:27:12.520,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304380,office paper,2020-11-16 15:27:12.520,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304381,cereal boxes,2020-11-16 15:27:12.520,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304382,magazines,2020-11-16 15:27:12.520,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304383,catalogs,2020-11-16 15:27:12.520,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
346398," plastics,   glass",2020-11-17 09:52:16.007,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,text
346399,No text - category selected manually,2020-11-17 09:52:16.007,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
304384,"paper products:  , ,  printer paper, copier paper, mail and all other  without wax liners: packing boxes, , gift boxes and . flatten boxes before placing in your cart
cans: ; aluminum bottles are also accepted
cartons: aseptic poly-coated drink boxes",2020-11-16 15:27:12.520,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304385,steel and aluminum food & beverage cans,2020-11-16 15:27:13.077,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304386,glass bottles,2020-11-16 15:27:13.077,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304387,juice cartons and milk cartons,2020-11-16 15:27:13.077,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304388,"bottles: (plastic & glass) - plastic bottles* milk, water, detergent, soda and shampoo (flatten and replace cap);",2020-11-16 15:27:13.077,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
346737,No text - category selected manually,2020-11-17 09:52:30.753,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
346738,No text - category selected manually,2020-11-17 09:52:30.753,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
346739,No text - category selected manually,2020-11-17 09:52:30.753,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
457924,"Paper ( newspapers , cereal boxes , flyers , magazines , junk mail , etc. )",2021-07-07 20:20:22.800,yes,"{'originalSize': {'height': 9126, 'width': 1600}, 'x1': 132, 'x2': 1089, 'y1': 3196, 'y2': 3268}",NULL,NULL,NULL,NULL,NULL,NULL
302764,styrofoam,2020-11-16 15:26:10.440,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302765,empty aerosol cans,2020-11-16 15:26:10.440,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302766,aluminum food and beverage cans,2020-11-16 15:26:10.440,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302767,steel and tin cans,2020-11-16 15:26:10.440,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302768,"pie tins
ea cans",2020-11-16 15:26:10.440,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
347700,newspaper,2020-11-17 09:53:16.070,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,text
347701,mixed paper,2020-11-17 09:53:16.070,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,text
304513,styrofoam,2020-11-16 15:27:18.340,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304514,empty aerosol cans,2020-11-16 15:27:18.340,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304515,aluminum food and beverage cans,2020-11-16 15:27:18.340,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304516,steel and tin cans,2020-11-16 15:27:18.340,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304517,"pie tins
ea cans",2020-11-16 15:27:18.340,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
348790,No text - category selected manually,2020-11-17 09:54:01.497,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
349344,No text - category selected manually,2020-11-17 09:54:24.317,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
349345,No text - category selected manually,2020-11-17 09:54:24.317,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
349346,No text - category selected manually,2020-11-17 09:54:24.317,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
302970,steel cans include soup cans and processed food cans,2020-11-16 15:26:16.620,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302971,"aluminum.

.

glass
soda bottles, beer bottles, juice containers, condiment bottles, wine and liquor bottles and various glass food containers",2020-11-16 15:26:16.620,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302972,plastics 1 & 2:,2020-11-16 15:26:16.620,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302973,cardboard:,2020-11-16 15:26:16.620,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302974,mixed paper,2020-11-16 15:26:16.620,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302975,"are made of .

paper
: includes practically every other type of paper that hasn't been in contact with food or waste. 

newsprint",2020-11-16 15:26:16.620,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302976,steel and aluminum cans,2020-11-16 15:26:17.227,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
302977,aluminum foil,2020-11-16 15:26:17.227,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304662,magazines,2020-11-16 15:27:23.510,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304663,catalogs,2020-11-16 15:27:23.510,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304664,paperboard,2020-11-16 15:27:23.510,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304665,"cans
clean, balled  & 
ea cans
 & 
empty 


loose metal jar lids and steel bottle caps
, brochures & 

opened mail, , and greeting cards

 boxes (cereal, cracker, etc boxes)
paper egg cartons
paper milk or 

rigid plastics

white or pastel s",2020-11-16 15:27:23.510,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304666,Aluminum Cans,2020-11-16 15:27:24.237,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304667,steel or tin cans,2020-11-16 15:27:24.237,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303084,steel and aluminum food & beverage cans,2020-11-16 15:26:22.860,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303085,glass bottles,2020-11-16 15:26:22.860,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303086,juice cartons and milk cartons,2020-11-16 15:26:22.860,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303087,"bottles: (plastic & glass) - plastic bottles* milk, water, detergent, soda and shampoo (flatten and replace cap);",2020-11-16 15:26:22.860,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303088,cardboard,2020-11-16 15:26:22.860,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303089,corrugated cardboard,2020-11-16 15:26:22.860,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304793,steel cans,2020-11-16 15:27:29.020,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304794,aluminum cans,2020-11-16 15:27:29.020,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304795,tin cans,2020-11-16 15:27:29.020,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304796,glass bottles and jars,2020-11-16 15:27:29.020,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304797,"1)
peanut butter jars, soft drink bottles
hdpe (2)",2020-11-16 15:27:29.020,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
304798,"jugs, laundry detergent jugs",2020-11-16 15:27:29.020,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
349629,No text - category selected manually,2020-11-17 09:54:33.730,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
349630,No text - category selected manually,2020-11-17 09:54:33.730,yes,NULL,NULL,NULL,NULL,0.1.1,0.1.0,checkbox
303234,newspaper,2020-11-16 15:26:27.567,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303235,glossy paper,2020-11-16 15:26:27.567,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303236,glossy magazines,2020-11-16 15:26:27.567,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303237,office paper,2020-11-16 15:26:27.567,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303238,magazines,2020-11-16 15:26:27.567,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303239,catalogs,2020-11-16 15:26:27.567,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303240,"- bundle in  or tie with string or twine. 
high grade paper- computer paper or . 
-   &  with  (jc penney, sears, etc.). non, such as  
- 
. 
- 
 pie and t.v. dinner plates.",2020-11-16 15:26:27.567,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303241,"GLASS: All colors, jars",2020-11-16 15:26:28.037,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303201,corrugated cardboard,2020-11-16 15:26:26.167,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303202,phone books,2020-11-16 15:26:26.167,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
303203,newspapers,2020-11-16 15:26:26.167,yes,NULL,NULL,NULL,NULL,0.1.0,0.1.0,text
