id,text,added_datetime,yes_no,image_coordinates,image_url,original_id,page_number,parser_version,model_version,manual_override,token_count,clean_text,tokens
465533,PLASTIC BOTTLES PA SLEEK & SNINE WATER COLA SHAMPOO PEMOTY MILK FRESH & CLEAN DETERGENT,2021-07-30 17:56:23.920,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 279, 'x2': 913, 'y1': 893, 'y2': 1367}",,,,,,,13.0,['plastic bottles pa sleek   snine water cola shampoo pemoty milk fresh   clean detergent'],"['plastic', 'bottles', 'pa', 'sleek', 'snine', 'water', 'cola', 'shampoo', 'pemoty', 'milk', 'fresh', 'clean', 'detergent']"
465534,METAL CANS HAIRSPRAY PREMIUM QUALIT POMY SOUP COLA empty aerosol cans that didn't contain hazardous or flammable material,2021-07-30 17:56:23.920,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 975, 'x2': 1609, 'y1': 908, 'y2': 1382}",,,,,,,16.0,['metal cans hairspray premium qualit pomy soup cola empty aerosol cans that didn t contain hazardous or flammable material'],"['metal', 'cans', 'hairspray', 'premium', 'qualit', 'pomy', 'soup', 'cola', 'aerosol', 'cans', 'didn', 't', 'contain', 'hazardous', 'flammable', 'material']"
465535,GLASS BOTTLES & JARS PROMIUM QUALITY Preview Quem PICKLES WATER SPARKLING WINE PNOUT STRAWBERRY JELLY Cot,2021-07-30 17:56:23.920,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 958, 'x2': 1592, 'y1': 344, 'y2': 818}",,,,,,,15.0,['glass bottles   jars promium quality preview quem pickles water sparkling wine pnout strawberry jelly cot'],"['glass', 'bottles', 'jars', 'promium', 'quality', 'preview', 'quem', 'pickles', 'water', 'sparkling', 'wine', 'pnout', 'strawberry', 'jelly', 'cot']"
465536,PAPER,2021-07-30 17:56:23.920,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 246, 'x2': 880, 'y1': 357, 'y2': 459}",,,,,,,1.0,['paper'],['paper']
465537,"PAPER , MAGAZINES & MAIL Paper such as junk mail , newspaper , magazines , office & school paper , and paper grocery bags are",2021-07-30 17:59:48.543,yes,"{'originalSize': {'height': 8048, 'width': 1600}, 'x1': 526, 'x2': 1359, 'y1': 3817, 'y2': 4027}",,,,,,,14.0,"['paper ', ' magazines   mail paper such as junk mail ', ' newspaper ', ' magazines ', ' office   school paper ', ' and paper grocery bags are']","['paper', 'magazines', 'mail', 'paper', 'junk', 'mail', 'newspaper', 'magazines', 'office', 'school', 'paper', 'paper', 'grocery', 'bags']"
465538,Cartons,2021-07-30 17:59:48.543,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 1297, 'x2': 1520, 'y1': 1688, 'y2': 1778}",,,,,,,1.0,['cartons'],['cartons']
465539,Metal Cans,2021-07-30 17:59:48.543,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 1012, 'x2': 1235, 'y1': 1686, 'y2': 1776}",,,,,,,2.0,['metal cans'],"['metal', 'cans']"
465540,Glass Bottles & Jars,2021-07-30 17:59:48.543,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 713, 'x2': 936, 'y1': 1695, 'y2': 1785}",,,,,,,3.0,['glass bottles   jars'],"['glass', 'bottles', 'jars']"
465541,Plastic Bottles & Jugs,2021-07-30 17:59:48.543,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 436, 'x2': 659, 'y1': 1690, 'y2': 1780}",,,,,,,3.0,['plastic bottles   jugs'],"['plastic', 'bottles', 'jugs']"
465542,Newspaper Cardboard,2021-07-30 17:59:48.543,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 147, 'x2': 370, 'y1': 1699, 'y2': 1789}",,,,,,,2.0,['newspaper cardboard'],"['newspaper', 'cardboard']"
465543,Rubbish Furniture Plastic Bags Toys Tooo Scrap Metal Batteries Construction Materials Clothing,2021-07-30 17:59:48.543,no,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 249, 'x2': 1369, 'y1': 945, 'y2': 1614}",,,,,,,12.0,['rubbish furniture plastic bags toys tooo scrap metal batteries construction materials clothing'],"['rubbish', 'furniture', 'plastic', 'bags', 'toys', 'tooo', 'scrap', 'metal', 'batteries', 'construction', 'materials', 'clothing']"
465544,"What is accepted - Corrugated Cardboard & Paperboard , Newspapers , Magazines , Phonebooks , Mail , Office Paper Clear , Green & Brown Glass Bottles , Plastics Bottles & Jugs # 1 & # 2 , Steel Food Cans & Aluminum Cans",2021-07-30 18:00:57.683,yes,"{'originalSize': {'height': 5178, 'width': 2998}, 'x1': 696, 'x2': 1557, 'y1': 1026, 'y2': 1072}",,,,,,,23.0,"['what is accepted   corrugated cardboard   paperboard ', ' newspapers ', ' magazines ', ' phonebooks ', ' mail ', ' office paper clear ', ' green   brown glass bottles ', ' plastics bottles   jugs           ', ' steel food cans   aluminum cans']","['accepted', 'corrugated', 'cardboard', 'paperboard', 'newspapers', 'magazines', 'phonebooks', 'mail', 'office', 'paper', 'clear', 'green', 'brown', 'glass', 'bottles', 'plastics', 'bottles', 'jugs', 'steel', 'food', 'cans', 'aluminum', 'cans']"
465548,Glass Bottles & Jars Only Food & Drink Glass Containers,2021-07-30 18:03:53.553,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 1110, 'x2': 1631, 'y1': 717, 'y2': 798}",,,,,,,7.0,['glass bottles   jars only food   drink glass containers'],"['glass', 'bottles', 'jars', 'food', 'drink', 'glass', 'containers']"
465549,"Cardboard & Paperboard Paperboard Ex . boxes such as cereal , cake & rice boxes",2021-07-30 18:03:53.553,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 1111, 'x2': 1632, 'y1': 455, 'y2': 553}",,,,,,,9.0,"['cardboard   paperboard paperboard ex   boxes such as cereal ', ' cake   rice boxes']","['cardboard', 'paperboard', 'paperboard', 'ex', 'boxes', 'cereal', 'cake', 'rice', 'boxes']"
465551,CAS This is the soap and detergent type containers of any color . HDPE COLOR,2021-07-30 18:07:01.267,yes,"{'originalSize': {'height': 1700, 'width': 2800}, 'x1': 24, 'x2': 487, 'y1': 975, 'y2': 1131}",,,,,,,8.0,['cas this is the soap and detergent type containers of any color   hdpe color'],"['cas', 'soap', 'detergent', 'type', 'containers', 'color', 'hdpe', 'color']"
465545,"Automotive product containers , chemical / pesticide containers , bowls , buckets , feed bags , flower pots , microwave / fast food trays , Styrofoam , toys , mirrors , ceramics , light bulbs , window glass , dishes , china , paint cans , aerosol cans , pots , pans , hangers , batteries or appliances . No Plastic Bags or Plastics # 3 through # 7 will be accepted .",2021-07-30 18:03:53.553,no,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 1003, 'x2': 1658, 'y1': 1223, 'y2': 1457}",,,,,,,39.0,"['automotive product containers ', ' chemical   pesticide containers ', ' bowls ', ' buckets ', ' feed bags ', ' flower pots ', ' microwave   fast food trays ', ' styrofoam ', ' toys ', ' mirrors ', ' ceramics ', ' light bulbs ', ' window glass ', ' dishes ', ' china ', ' paint cans ', ' aerosol cans ', ' pots ', ' pans ', ' hangers ', ' batteries or appliances   no plastic bags or plastics     through     will be accepted  ']","['automotive', 'product', 'containers', 'chemical', 'pesticide', 'containers', 'bowls', 'buckets', 'feed', 'bags', 'flower', 'pots', 'microwave', 'fast', 'food', 'trays', 'styrofoam', 'toys', 'mirrors', 'ceramics', 'light', 'bulbs', 'window', 'glass', 'dishes', 'china', 'paint', 'cans', 'aerosol', 'cans', 'pots', 'pans', 'hangers', 'batteries', 'appliances', 'plastic', 'bags', 'plastics', 'accepted']"
465546,"Aluminum & Steel Food Cans Aluminum food , beverage and pet food cans . Steel o bi - metal ( tin ) food , soup , coffee and pet food cans",2021-07-30 18:03:53.553,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 1002, 'x2': 1631, 'y1': 1067, 'y2': 1176}",,,,,,,21.0,"['aluminum   steel food cans aluminum food ', ' beverage and pet food cans   steel o bi   metal   tin   food ', ' soup ', ' coffee and pet food cans']","['aluminum', 'steel', 'food', 'cans', 'aluminum', 'food', 'beverage', 'pet', 'food', 'cans', 'steel', 'o', 'bi', 'metal', 'tin', 'food', 'soup', 'coffee', 'pet', 'food', 'cans']"
465547,"Plastic Bottles & Jugs Ex . milk jugs , beverage bottles , shampoo bottles , laundry jugs & household cleaning bottles # 1 & # 2 • Remove all lids & rinse thoroughly , ONLY | • No Food or Liquids left in Containers .",2021-07-30 18:03:53.553,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 997, 'x2': 1626, 'y1': 877, 'y2': 1073}",,,,,,,23.0,"['plastic bottles   jugs ex   milk jugs ', ' beverage bottles ', ' shampoo bottles ', ' laundry jugs   household cleaning bottles             remove all lids   rinse thoroughly ', ' only     no food or liquids left in containers  ']","['plastic', 'bottles', 'jugs', 'ex', 'milk', 'jugs', 'beverage', 'bottles', 'shampoo', 'bottles', 'laundry', 'jugs', 'household', 'cleaning', 'bottles', 'remove', 'lids', 'rinse', 'thoroughly', 'food', 'liquids', 'left', 'containers']"
465550,"Paper Ex . Newspapers , Magazines , Advertisements , Mail , Office Paper & Phone Books",2021-07-30 18:03:53.553,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 1114, 'x2': 1635, 'y1': 341, 'y2': 442}",,,,,,,10.0,"['paper ex   newspapers ', ' magazines ', ' advertisements ', ' mail ', ' office paper   phone books']","['paper', 'ex', 'newspapers', 'magazines', 'advertisements', 'mail', 'office', 'paper', 'phone', 'books']"
465552,This is the frosty type containers such as some milk and juice containers . 2 HDPE NATURAL,2021-07-30 18:07:01.267,yes,"{'originalSize': {'height': 1700, 'width': 2800}, 'x1': 168, 'x2': 631, 'y1': 799, 'y2': 955}",,,,,,,8.0,['this is the frosty type containers such as some milk and juice containers     hdpe natural'],"['frosty', 'type', 'containers', 'milk', 'juice', 'containers', 'hdpe', 'natural']"
465553,CS This is the pop and water type containers . PETE,2021-07-30 18:07:01.267,yes,"{'originalSize': {'height': 1700, 'width': 2800}, 'x1': 15, 'x2': 310, 'y1': 667, 'y2': 823}",,,,,,,6.0,['cs this is the pop and water type containers   pete'],"['cs', 'pop', 'water', 'type', 'containers', 'pete']"
465554,"This is the newspaper , slick ads , phone books , shredded paper , office paper , paper board ( Cereal type boxes ) , magazines , cartons , office paper , paper bags , and envelopes . * Please empty all paper out of all plastic bags , including shredded paper . Mixed Paper",2021-07-30 18:07:01.267,yes,"{'originalSize': {'height': 1700, 'width': 2800}, 'x1': 16, 'x2': 626, 'y1': 516, 'y2': 672}",,,,,,,29.0,"['this is the newspaper ', ' slick ads ', ' phone books ', ' shredded paper ', ' office paper ', ' paper board   cereal type boxes   ', ' magazines ', ' cartons ', ' office paper ', ' paper bags ', ' and envelopes     please empty all paper out of all plastic bags ', ' including shredded paper   mixed paper']","['newspaper', 'slick', 'ads', 'phone', 'books', 'shredded', 'paper', 'office', 'paper', 'paper', 'board', 'cereal', 'type', 'boxes', 'magazines', 'cartons', 'office', 'paper', 'paper', 'bags', 'envelopes', 'paper', 'plastic', 'bags', 'including', 'shredded', 'paper', 'mixed', 'paper']"
465555,VO Cardboard,2021-07-30 18:07:01.267,yes,"{'originalSize': {'height': 1700, 'width': 2800}, 'x1': 16, 'x2': 161, 'y1': 364, 'y2': 520}",,,,,,,2.0,['vo cardboard'],"['vo', 'cardboard']"
465556,"DAY ( berbeda Aluminum cans , tin and steel food cans . Please separate aluminum from other cans . Aerosol cans that are empty are also accepted . Aluminum foil and pie pans are acceptable . We accept scrap steel , but we do not purchase it at this time . Cans / Foil",2021-07-30 18:07:01.267,yes,"{'originalSize': {'height': 1700, 'width': 2800}, 'x1': 27, 'x2': 628, 'y1': 223, 'y2': 379}",,,,,,,26.0,"['day   berbeda aluminum cans ', ' tin and steel food cans   please separate aluminum from other cans   aerosol cans that are empty are also accepted   aluminum foil and pie pans are acceptable   we accept scrap steel ', ' but we do not purchase it at this time   cans   foil']","['day', 'berbeda', 'aluminum', 'cans', 'tin', 'steel', 'food', 'cans', 'separate', 'aluminum', 'cans', 'aerosol', 'cans', 'accepted', 'aluminum', 'foil', 'pie', 'pans', 'acceptable', 'accept', 'scrap', 'steel', 'purchase', 'time', 'cans', 'foil']"
465557,"Bottles and Jars in Clear , Brown , and Green colors . All lids must be removed from the glass . We can",2021-07-30 18:07:01.267,yes,"{'originalSize': {'height': 1700, 'width': 2800}, 'x1': 47, 'x2': 617, 'y1': 71, 'y2': 133}",,,,,,,9.0,"['bottles and jars in clear ', ' brown ', ' and green colors   all lids must be removed from the glass   we can']","['bottles', 'jars', 'clear', 'brown', 'green', 'colors', 'lids', 'removed', 'glass']"
465558,Glass,2021-07-30 18:07:01.267,yes,"{'originalSize': {'height': 1700, 'width': 2800}, 'x1': 47, 'x2': 196, 'y1': 71, 'y2': 208}",,,,,,,1.0,['glass'],['glass']
465559,Cardboard Styrofoam Plastic Bags Windows Scrap Metal,2021-07-30 18:10:21.303,no,"{'originalSize': {'height': 1100, 'width': 1700}, 'x1': 1021, 'x2': 1278, 'y1': 653, 'y2': 907}",,,,,,,7.0,['cardboard styrofoam plastic bags windows scrap metal'],"['cardboard', 'styrofoam', 'plastic', 'bags', 'windows', 'scrap', 'metal']"
465560,"PLASTIC BOTTLES , JUGS & JARS",2021-07-30 18:10:21.303,yes,"{'originalSize': {'height': 1100, 'width': 1700}, 'x1': 471, 'x2': 955, 'y1': 921, 'y2': 974}",,,,,,,4.0,"['plastic bottles ', ' jugs   jars']","['plastic', 'bottles', 'jugs', 'jars']"
465561,ALUMINUM CANS,2021-07-30 18:10:21.303,yes,"{'originalSize': {'height': 1100, 'width': 1700}, 'x1': 86, 'x2': 415, 'y1': 923, 'y2': 976}",,,,,,,2.0,['aluminum cans'],"['aluminum', 'cans']"
465562,GLASS BOTTLES & JARS,2021-07-30 18:10:21.303,yes,"{'originalSize': {'height': 1100, 'width': 1700}, 'x1': 539, 'x2': 868, 'y1': 652, 'y2': 705}",,,,,,,3.0,['glass bottles   jars'],"['glass', 'bottles', 'jars']"
465563,STEEL FOOD CANS,2021-07-30 18:10:21.303,yes,"{'originalSize': {'height': 1100, 'width': 1700}, 'x1': 80, 'x2': 409, 'y1': 655, 'y2': 708}",,,,,,,3.0,['steel food cans'],"['steel', 'food', 'cans']"
465564,MAGAZINES,2021-07-30 18:10:21.303,yes,"{'originalSize': {'height': 1100, 'width': 1700}, 'x1': 971, 'x2': 1300, 'y1': 360, 'y2': 413}",,,,,,,1.0,['magazines'],['magazines']
465565,OFFICE PAPER & MAIL,2021-07-30 18:10:21.303,yes,"{'originalSize': {'height': 1100, 'width': 1700}, 'x1': 542, 'x2': 871, 'y1': 357, 'y2': 410}",,,,,,,3.0,['office paper   mail'],"['office', 'paper', 'mail']"
465566,NEWSPAPERS,2021-07-30 18:10:21.303,yes,"{'originalSize': {'height': 1100, 'width': 1700}, 'x1': 82, 'x2': 390, 'y1': 363, 'y2': 416}",,,,,,,1.0,['newspapers'],['newspapers']
465567,Highly Flammable Waste Appliances Containing Freon Burn Barrels . • Glass,2021-07-30 18:13:34.243,no,"{'originalSize': {'height': 3390, 'width': 1600}, 'x1': 999, 'x2': 1455, 'y1': 1467, 'y2': 1759}",,,,,,,9.0,['highly flammable waste appliances containing freon burn barrels     glass'],"['highly', 'flammable', 'waste', 'appliances', 'containing', 'freon', 'burn', 'barrels', 'glass']"
465568,• Livestock Liquids Toxic Waste,2021-07-30 18:13:34.243,no,"{'originalSize': {'height': 3390, 'width': 1600}, 'x1': 370, 'x2': 686, 'y1': 1489, 'y2': 1781}",,,,,,,4.0,['  livestock liquids toxic waste'],"['livestock', 'liquids', 'toxic', 'waste']"
465569,• Metal Hangers • Milk Cartons • Newspapers • Paper • Plastic ( # 1 & # 2 ) • Plastic Coffee Cans • Steels Cans,2021-07-30 18:13:34.243,yes,"{'originalSize': {'height': 3390, 'width': 1600}, 'x1': 1006, 'x2': 1322, 'y1': 933, 'y2': 1315}",,,,,,,12.0,['  metal hangers   milk cartons   newspapers   paper   plastic                 plastic coffee cans   steels cans'],"['metal', 'hangers', 'milk', 'cartons', 'newspapers', 'paper', 'plastic', 'plastic', 'coffee', 'cans', 'steels', 'cans']"
465570,Aluminum Cans • Books Cardboard • Cell Phones Computers Detergent Bottles • Magazines,2021-07-30 18:13:34.243,yes,"{'originalSize': {'height': 3390, 'width': 1600}, 'x1': 437, 'x2': 753, 'y1': 959, 'y2': 1341}",,,,,,,10.0,['aluminum cans   books cardboard   cell phones computers detergent bottles   magazines'],"['aluminum', 'cans', 'books', 'cardboard', 'cell', 'phones', 'computers', 'detergent', 'bottles', 'magazines']"
465571,o Mirrors o Oil cans / bottles o Ovenware o Paint cans o Plate glass o Window glass,2021-07-30 18:18:15.253,no,"{'originalSize': {'height': 5770, 'width': 1600}, 'x1': 1073, 'x2': 1516, 'y1': 2222, 'y2': 2609}",,,,,,,17.0,['o mirrors o oil cans   bottles o ovenware o paint cans o plate glass o window glass'],"['o', 'mirrors', 'o', 'oil', 'cans', 'bottles', 'o', 'ovenware', 'o', 'paint', 'cans', 'o', 'plate', 'glass', 'o', 'window', 'glass']"
465572,0 Caps / lids o Ceramic cups / plates o Crystal o Drinking glasses o Flower pots o Light bulbs o Metallic wrapping paper,2021-07-30 18:18:15.253,no,"{'originalSize': {'height': 5770, 'width': 1600}, 'x1': 600, 'x2': 1043, 'y1': 2272, 'y2': 2659}",,,,,,,21.0,['  caps   lids o ceramic cups   plates o crystal o drinking glasses o flower pots o light bulbs o metallic wrapping paper'],"['caps', 'lids', 'o', 'ceramic', 'cups', 'plates', 'o', 'crystal', 'o', 'drinking', 'glasses', 'o', 'flower', 'pots', 'o', 'light', 'bulbs', 'o', 'metallic', 'wrapping', 'paper']"
465573,o Plastic # 1-5 and # 7 containers,2021-07-30 18:18:15.253,yes,"{'originalSize': {'height': 5770, 'width': 1600}, 'x1': 1131, 'x2': 1578, 'y1': 1852, 'y2': 1948}",,,,,,,3.0,['o plastic       and     containers'],"['o', 'plastic', 'containers']"
465574,o Newspapers,2021-07-30 18:18:15.253,yes,"{'originalSize': {'height': 5770, 'width': 1600}, 'x1': 1132, 'x2': 1579, 'y1': 1795, 'y2': 1847}",,,,,,,2.0,['o newspapers'],"['o', 'newspapers']"
465575,o Mixed paper ( PDF ),2021-07-30 18:18:15.253,yes,"{'originalSize': {'height': 5770, 'width': 1600}, 'x1': 1130, 'x2': 1577, 'y1': 1714, 'y2': 1812}",,,,,,,4.0,['o mixed paper   pdf  '],"['o', 'mixed', 'paper', 'pdf']"
465576,o Glass bottles and jars o Metal cans,2021-07-30 18:18:15.253,yes,"{'originalSize': {'height': 5770, 'width': 1600}, 'x1': 613, 'x2': 1060, 'y1': 1942, 'y2': 2040}",,,,,,,7.0,['o glass bottles and jars o metal cans'],"['o', 'glass', 'bottles', 'jars', 'o', 'metal', 'cans']"
465577,o Corrugated cardboard and boxboard,2021-07-30 18:18:15.253,yes,"{'originalSize': {'height': 5770, 'width': 1600}, 'x1': 603, 'x2': 1050, 'y1': 1837, 'y2': 1935}",,,,,,,4.0,['o corrugated cardboard and boxboard'],"['o', 'corrugated', 'cardboard', 'boxboard']"
465578,"o Aluminum cans , foil , and pie plates",2021-07-30 18:18:15.253,yes,"{'originalSize': {'height': 5770, 'width': 1600}, 'x1': 594, 'x2': 1041, 'y1': 1711, 'y2': 1844}",,,,,,,6.0,"['o aluminum cans ', ' foil ', ' and pie plates']","['o', 'aluminum', 'cans', 'foil', 'pie', 'plates']"
465579,"Plastic bags or plastic films Recyclables in plastic bags Any soiled / wet / greasy material Food waste Disposable polystyrene containers Broken glass Ceramics , crystal , and leaded glass Plastic toys , bins , bulk items Propane tanks",2021-07-30 18:19:37.527,no,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 980, 'x2': 1517, 'y1': 1566, 'y2': 1922}",,,,,,,29.0,"['plastic bags or plastic films recyclables in plastic bags any soiled   wet   greasy material food waste disposable polystyrene containers broken glass ceramics ', ' crystal ', ' and leaded glass plastic toys ', ' bins ', ' bulk items propane tanks']","['plastic', 'bags', 'plastic', 'films', 'recyclables', 'plastic', 'bags', 'soiled', 'wet', 'greasy', 'material', 'food', 'waste', 'disposable', 'polystyrene', 'containers', 'broken', 'glass', 'ceramics', 'crystal', 'leaded', 'glass', 'plastic', 'toys', 'bins', 'bulk', 'items', 'propane', 'tanks']"
465580,Glass bottles and containers,2021-07-30 18:19:37.527,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 344, 'x2': 770, 'y1': 1721, 'y2': 1762}",,,,,,,3.0,['glass bottles and containers'],"['glass', 'bottles', 'containers']"
465581,Magazines and newspaper,2021-07-30 18:19:37.527,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 341, 'x2': 767, 'y1': 1681, 'y2': 1722}",,,,,,,2.0,['magazines and newspaper'],"['magazines', 'newspaper']"
465582,"Aluminum , tin and steel cans",2021-07-30 18:19:37.527,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 341, 'x2': 767, 'y1': 1643, 'y2': 1684}",,,,,,,4.0,"['aluminum ', ' tin and steel cans']","['aluminum', 'tin', 'steel', 'cans']"
